7zip 26.03-1.1
python-tqdm 4.70.0-1
python-traitlets 5.16.1-1
python-transformers-git r23110.08a7ef05bc-1
python-tree-sitter-c 0.24.1-4
python-tree-sitter-javascript 0.25.0-3
python-tree-sitter-language-pack 1.15.0-1
python-tree-sitter-python 0.25.0-6
python-tree-sitter-sql 0.3.11-1
python-tree-sitter-typescript 0.23.2-2
python-tree-sitter025 0.25.2-1
python-treescope 0.1.9-1
python-trio 0.34.0-1
python-trio-websocket 0.12.2-4
python-triton-dg2-flash 0.1.1-1
python-triton-xpu 3.0.0b2.r8726.ga7954e22-1
python-trove-classifiers 2026.6.1.19-1
python-truststore 0.10.4-3
python-twisted 26.4.0-1
python-typeguard 4.6.0-1
python-typer 0.27.2-1
python-types-python-dateutil 2.9.0.20260807-1
python-typing-inspection 0.4.4-1
python-typing_extensions 4.16.0-1
python-typing_inspect 0.9.0-6
python-typogrify 2.1.0-2
python-tzdata 2026.3-1
python-tzlocal 1:5.4.4-1
python-ubjson 0.16.1-10.1
python-uharfbuzz 0.56.1-1.1
python-ujson 5.13.0-1.1
python-ulid 4.0.1-1
python-unicodedata2 17.0.1-1.1
python-unicorn 2.1.4-2.1
python-unidecode 1.4.0-3
python-unrardll 0.1.7-5.1
python-urllib3 2.7.0-1
python-urwid 4.0.13-1
python-uv 0.12.10-1.1
python-uvloop 0.22.1-2.1
python-vcs-versioning 2.3.4-1
python-vdf 4.0-5
python-virtualenv 21.7.8-1
python-w3lib 2.4.1-1
python-wadler-lindig 0.1.7-1
python-waitress 3.0.2-2
python-wasabi 1.1.3-4
python-watchdog 6.0.0-2
python-wcwidth 0.8.3-1
python-weasel 1.0.0-1
python-weasyprint 69.0-1
python-webencodings 0.5.1-13
python-websocket-client 1.9.2-1
python-websockets-git 16.0.r18.g7cdb8c6a-1
python-werkzeug 3.1.8-1
python-wheel 0.48.0-1
python-wordcloud 1.9.6-1
python-wrapt 2.4.0-1.1
python-wsproto 1.3.2-1
python-xarray 2026.04.0-1
python-xattr 1.3.0-1.1
python-xlib 0.33-7
python-xlrd 2.0.2-2
python-xlsxwriter 3.2.9-2
python-xmltodict 1.0.4-1
python-xvfbwrapper 0.2.29-1
python-xxhash 4.0.1-1.1
python-yaml 6.0.3-2.1
python-yara 4.5.8-1.1
python-yarl 1.23.0-1.1
python-z3-solver 4.16.0-1.1
python-zarr 3.3.0-1
python-zc.lockfile 4.0-2
python-zeroconf 0.149.16-1
python-zict 3.0.0-5
python-zipp 3.21.0-4
python-zope-event 6.2-1
python-zope-interface 8.6-1.1
python-zopfli 0.4.3-1.1
python-zstandard 0.25.0-3.1
python2 2.7.18-8
python2-backports 1.0-4
python2-cement 1:2.10.12-12
python2-click 7.1.2-4
python2-configparser 4.0.2-4
python2-dateutil 2.8.2-2
python2-flask 1.1.2-2
python2-flask-restless 1:0.17.0-12
python2-flask-sqlalchemy 2.4.1-1
python2-graphviz 0.16-1
python2-itsdangerous 1.1.0-4
python2-jinja 2.11.3-1
python2-markupsafe 1.1.1-7
python2-mimeparse 1.6.0-6
python2-mimerender 0.6.0-5
python2-prettytable 0.7.2-13
python2-pydot 1.4.1-3
python2-pyfiglet 0.8.post1-1
python2-pygraphviz 1:1.5-10
python2-pyparsing 2.4.7-6
python2-setuptools 2:44.1.1-2
python2-six 1.16.0-5
python2-sqlalchemy 1.3.24-1
python2-werkzeug 1:0.16.0-1
python3-aur 2021.11.20.1-15
python3-memoizedb 2021-15.2
python3-threaded_servers 2022.9-7
python3-xcgf 2021-15.2
python3-xcpf 2021.12-14.2
python310 3.10.21-1
python313 3.13.15-1
qastools 1.5.0-1.1
qbittorrent-enhanced-git 5.2.3.10.r1.g80f544d0b-1.3
qbittorrent-enhanced-nox-git 5.2.3.10.r0.g44ee266a5-1
qca-qt6 2.3.12-1.1
qcoro 0.13.0-2.1
qdrant 1.19.0.r5818.g4786cd87a-2
qemu-audio-alsa 11.1.1-1.1
qemu-audio-dbus 11.1.1-1.1
qemu-audio-jack 11.1.1-1.1
qemu-audio-oss 11.1.1-1.1
qemu-audio-pa 11.1.1-1.1
qemu-audio-pipewire 11.1.1-1.1
qemu-audio-sdl 11.1.1-1.1
qemu-audio-spice 11.1.1-1.1
qemu-base 11.1.1-1.1
qemu-block-curl 11.1.1-1.1
qemu-block-dmg 11.1.1-1.1
qemu-block-nfs 11.1.1-1.1
qemu-block-ssh 11.1.1-1.1
qemu-chardev-spice 11.1.1-1.1
qemu-common 11.1.1-1.1
qemu-desktop 11.1.1-1.1
qemu-hw-display-qxl 11.1.1-1.1
qemu-hw-display-virtio-gpu 11.1.1-1.1
qemu-hw-display-virtio-gpu-gl 11.1.1-1.1
qemu-hw-display-virtio-gpu-pci 11.1.1-1.1
qemu-hw-display-virtio-gpu-pci-gl 11.1.1-1.1
qemu-hw-display-virtio-gpu-pci-rutabaga 11.1.1-1.1
qemu-hw-display-virtio-gpu-rutabaga 11.1.1-1.1
qemu-hw-display-virtio-vga 11.1.1-1.1
qemu-hw-display-virtio-vga-gl 11.1.1-1.1
qemu-hw-display-virtio-vga-rutabaga 11.1.1-1.1
qemu-hw-uefi-vars 11.1.1-1.1
qemu-hw-usb-host 11.1.1-1.1
qemu-hw-usb-redirect 11.1.1-1.1
qemu-hw-usb-smartcard 11.1.1-1.1
qemu-img 11.1.1-1.1
qemu-system-aarch64 11.1.1-1.1
qemu-system-x86 11.1.1-1.1
qemu-system-x86-firmware 11.1.1-1.1
qemu-ui-curses 11.1.1-1.1
qemu-ui-dbus 11.1.1-1.1
qemu-ui-egl-headless 11.1.1-1.1
qemu-ui-gtk 11.1.1-1.1
qemu-ui-opengl 11.1.1-1.1
qemu-ui-sdl 11.1.1-1.1
qemu-ui-spice-app 11.1.1-1.1
qemu-ui-spice-core 11.1.1-1.1
qemu-vhost-user-gpu 11.1.1-1.1
qflipper-git 1.3.3.r3.g1d26683-3
qgpgme 2.2.0-1.1
qhull 2020.2-5.1
qoder 1.0.0-1
qoder-cli 0.2.0-2
qoi r350.4461cc3-1
qpdf 12.4.1-1.1
qpwgraph 1.0.4-1.1
qqc2-breeze-style 6.7.4-1.1
qqc2-desktop-style 6.29.0-2.1
qrca 26.08.0-1.1
qrencode 4.1.1-4.1
qscintilla-qt6 2.14.1-6.1
qsynth 1.0.6-1.1
qt5-base 5.15.19+kde+r96-1.1
qt5-declarative 5.15.19+kde+r23-1.1
qt5-gamepad 5.15.19-1.2
qt5-graphicaleffects 5.15.19-1.1
qt5-imageformats 5.15.19+kde+r2-1.1
qt5-location 5.15.18+kde+r7-3
qt5-multimedia 5.15.19+kde+r2-1.1
qt5-networkauth 5.15.19-1.1
qt5-quickcontrols 5.15.19-1.1
qt5-quickcontrols2 5.15.19+kde+r5-1.1
qt5-script 5.15.19-4.1
qt5-sensors 5.15.18-1
qt5-serialport 5.15.19-1.1
qt5-speech 5.15.19+kde+r1-1.1
qt5-svg 5.15.19+kde+r5-1.1
qt5-tools 5.15.19+kde+r3-1.1
qt5-translations 5.15.19-1
qt5-virtualkeyboard 5.15.19-1.1
qt5-wayland 5.15.19+kde+r55-1.1
qt5-webchannel 5.15.18+kde+r3-3
qt5-webkit 5.212.0alpha4-23
qt5-websockets 5.15.18+kde+r2-3
qt5-x11extras 5.15.19-1.1
qt5-xmlpatterns 5.15.19-1.1
qt6-3d 6.12.0beta4-1
qt6-5compat 6.12.0beta4-1
qt6-base 6.12.0beta4-1
qt6-canvaspainter 6.12.0beta4-1
qt6-charts 6.12.0beta4-1
qt6-connectivity 6.12.0beta4-1
qt6-datavis3d 6.12.0beta4-1
qt6-declarative 6.12.0beta4-1
qt6-doc 6.11.2-1
qt6-examples 6.11.2-1
qt6-graphs 6.12.0beta4-1
qt6-grpc 6.12.0beta4-1
qt6-httpserver 6.12.0beta4-1
qt6-imageformats 6.12.0beta4-1
qt6-languageserver 6.12.0beta4-1
qt6-location 6.12.0beta4-1
qt6-lottie 6.12.0beta4-1
qt6-multimedia 6.12.0beta4-1
qt6-multimedia-ffmpeg 6.12.0beta4-1
qt6-networkauth 6.12.0beta4-1
qt6-openapi 6.12.0beta4-1
qt6-positioning 6.12.0beta4-1
qt6-quick3d 6.12.0beta4-1
qt6-quick3dphysics 6.12.0beta4-1
qt6-quickeffectmaker 6.12.0beta4-1
qt6-quicktimeline 6.12.0beta4-1
qt6-remoteobjects 6.12.0beta4-1
qt6-scxml 6.12.0beta4-1
qt6-sensors 6.12.0beta4-1
qt6-serialbus 6.12.0beta4-1
qt6-serialport 6.12.0beta4-1
qt6-shadertools 6.12.0beta4-1
qt6-speech 6.12.0beta4-1
qt6-svg 6.12.0beta4-1
qt6-tasktree 6.12.0beta4-1
qt6-tools 6.12.0beta4-1
qt6-translations 6.12.0beta4-1
qt6-virtualkeyboard 6.12.0beta4-1
qt6-wayland 6.12.0beta4-1
qt6-webchannel 6.12.0beta4-1
qt6-webengine 6.12.0beta4-1
qt6-websockets 6.12.0beta4-1
qt6-webview 6.12.0beta4-1
qtkeychain-qt6 0.17.0-1.1
qtxdg-tools 4.4.0-1.1
quarto-cli 1.9.37-1
quazip-qt6 1.7.2-1.1
quirc 1.2-4
qwen-code 0.21.3-1.1
qwt-common 6.3.0-2.1
qwt-qt5 6.3.0-2.1
qxgedit 1.0.2-1.1
r 4.6.1-1.1
r2ghidra 6.2.0-1.1
radamsa 0.7-3.1
radare2 6.2.0-1.1
radarr-develop 6.4.3.10645-1
radvd 2.21-1.1
rapidjson 1.1.0-6
raptor 2.0.16-9.1
rarcrack 0.2-8
rathole 0.5.0-2
rav1e 0.8.1-3.1
rclone 1.75.1-1.1
rdma-core 64.0-1.1
re2 2:2025.11.05-6.1
re2c 4.5.1-1.1
readline 8.3.003-1.1
realesrgan-ncnn-vulkan 0.2.0-8
realtime-privileges 5-1
reaver 1.6.6-2.1
reflector 2023-4
repomix 1.18.0-1
reuse 6.2.0-2
rev-plugins 0.8.1-3.2
rfdump 1.6-6.2
rhash 1.4.6-1.1
ripgrep 15.2.0-1.1
ripgrep-all 0.10.10-2.1
rizin 0.8.2-2.1
rkcommon 1.15.3-1.1
rkhunter 1.4.6-4
rnnoise 1:0.2-1.2
robin-map 1.4.1-1.1
ropgadget 7.7-1
ropper 1.13.13-2
routersploit 3.4.7-4
rpacket 0.1.5-1.1
rpcbind 1.2.9-1.1
rpgp 0.11.0-1.1
rpm-sequoia 1.10.2-2.1
rpm-tools 6.0.1-2.1
rsync 3.5.0-1
rtaudio 6.0.1-4.1
rtkit 0.14-1.1
rtl-sdr 1:2.0.3-1.1
rtmidi 6.0.0-3.1
rtmpdump-git 2.6.r106.g138fdb2-1
rubberband 4.0.0-2.1
rubberband-ladspa 4.0.0-2.1
rubberband-vamp 4.0.0-2.1
ruby 3.4.10-1
ruby-abbrev 0.1.2-1
ruby-base64 0.3.0-1
ruby-bigdecimal 3.3.1-2.2
ruby-bundled-gems 3.4.10-1
ruby-bundler 4.0.3-1
ruby-csv 3.3.5-1
ruby-debug 3.4.3-2.1
ruby-default-gems 3.4.10-1
ruby-drb 2.2.3-1
ruby-erb 4.0.4.1-1.1
ruby-getoptlong 0.2.1-1
ruby-gpgme 2.0.26-1.1
ruby-irb 1.15.0-1
ruby-kramdown 2.5.0-1
ruby-kramdown-parser-gfm 1.1.0-6
ruby-language_server-protocol 3.17.0.6-1
ruby-lsp 0.26.10-1
ruby-matrix 0.4.3-1
ruby-mini_portile2 2.8.9-1
ruby-minitest 5.27.0-1
ruby-mustache 1.1.1-7
ruby-mutex_m 0.3.0-2
ruby-nenv 0.3.0-8
ruby-net-ftp 0.3.9-1
ruby-net-imap 0.5.15-1
ruby-net-pop 0.1.2-5
ruby-net-smtp 0.5.1-1
ruby-nkf 0.3.0-1.1
ruby-nokogiri 1.19.4-1.1
ruby-notiffany 0.1.3-6
ruby-observer 0.1.2-3
ruby-pandoc-ruby 2.1.10-4
ruby-power_assert 2.0.5-4
ruby-prime 0.1.4-1
ruby-racc 1.8.1-2.2
ruby-rake 13.4.2-1
ruby-rbs 3.9.2-1.1
ruby-rdiscount 2.2.7.5-1.1
ruby-rdoc 6.14.0-1
ruby-repl_type_completor 0.1.15-1
ruby-resolv-replace 0.2.0-1
ruby-rexml 3.4.4-1
ruby-rinda 0.2.0-2
ruby-ronn-ng 0.10.1-6
ruby-rss 0.3.3-1
ruby-shellany 0.0.1-6
ruby-sorbet-runtime 0.6.13342-1
ruby-stdlib 3.4.10-1
ruby-syslog 0.4.0-2.1
ruby-test-unit 3.7.8-1
ruby-typeprof 0.30.1-2
rubygems 3.6.9-1
ruff 0.16.6-1.1
run-parts 5.24-1
runc 1.5.1-1.1
rust 1:1.98.1-1
rust-aarch64-gnu 1:1.98.1-1
rust-analyzer 20260831-1.1
rust-bindgen 0.73.0-1.1
rust-src 1:1.98.1-1
rust-wasm 1:1.98.1-1
rustscan 2.4.1-2.1
rutabaga-ffi 0.1.85-1.1
rz-cutter 2.4.1-7.1
rz-ghidra 0.8.0-1.1
s2n-tls 1.7.2-1.1
sabnzbd 5.1.2-1
samba 2:4.24.6-1.1
sane 1.4.0-4.1
sbc 2.2-1.1
sc3-plugins 3.14.0-1.1
scala 2.13.16-1.1
scala-sources 2.13.16-1.1
scanmem 0.17-11.1
scap-dkms 0.23.2-5.1
scapy 2.7.0-1
sccache 0.17.0-1.1
schedtool 1.3.0-8.1
schroedinger 1.0.11-7.2
scour 0.38.2-7
scrapy 2.18.0-1
screen 5.0.2-2.1
scx-scheds-git 1.1.1.r174.gf5e46f7f-1
scx-tools 1.1.3-1.1
scylla 101.f6617d8-1
sd 1.1.0-1.1
sddm 0.21.0-7.1
sddm-kcm 6.7.4-1.1
sddm-theme-sugar-candy-git r41.a1fae51-1
sdl12-compat 1.2.68-2.2
sdl2-compat 2.32.72-1.1
sdl2_image 2.8.12-2.1
sdl2_mixer 2.8.2-1.1
sdl2_ttf 2.24.0-2.1
sdl3 3.4.16-1.1
sdl3_image-git r2046.0ee698e-1
sdl3_ttf 3.2.2-3.1
sdl_gfx 2.0.27-2.1
sdl_image 1.2.12-9.2
sdl_net 1.2.8-6.2
sdl_sound 1.0.3-13.2
sdl_ttf 2.0.11-8.1
seabios 1.17.0-2
seatd 0.9.3-1.1
sed 4.10-2.1
semver 7.8.5-1
sentencepiece 0.2.2-2.4
serd 0.32.10-1.1
serf 1.3.10-2.2
sg3_utils 1.49-1.1
shaderc 2026.3-1.1
shadow 4.20.0.arch1-1.1
shapelib 1.6.3-1.1
shared-mime-info 2.5.1-2.1
shellcheck 0.11.0-136
shfmt 3.13.1-1.1
shiboken6 6.11.2-1.1
shine 3.1.1+r59+gab5e352-2
siege 4.1.7-1.1
signon-kwallet-extension 26.08.0-1.1
signon-plugin-oauth2 0.25-4.1
signon-ui 0.17+20231016-4.1
signond 8.61-4.1
simde 0.8.2-1
simdjson 1:4.6.9-1.1
simple-scan 50.0-1.1
simsimd 6.5.16-1
skanlite 26.08.0-1.1
skopeo 1.24.0-1.1
slack-desktop 4.52.155-1
slang 2.3.3-4
sleuthkit-git 4.15.0.r69.g70d07bd57-1
slowhttptest 1.9.0-2.2
slurp 1.5.0-2.1
smali 2.5.2-2
smali-cfgs 6.4450418-4
smalisca 58.1aa7a16-9
smartmontools 7.5-1.2
smbclient 2:4.24.6-1.1
snappy 1.2.2-3.1
snapshot 50.0-1.1
snd 26.6-1.1
sndio 1.10.0-1.2
sniffglue 0.16.2-1.1
soapysdr 0.8.1-7.1
socat 1.8.1.3-1.1
solaar-git 1.1.20rc2.r6.gdadecb77-1
solid 6.29.0-1.1
solid5 5.116.0-2.1
sonarr-develop 4.0.19.3009-1
sonic-visualiser 5.2.1-5.1
sonnet 6.29.0-1.1
sonnet5 5.116.0-2.1
sord 0.16.22-1.1
sound-gambit 0.7-3.2
sound-theme-freedesktop 0.8-6
soundtouch 2.4.1-1.1
source-highlight 3.1.9-19.1
spandsp 0.0.6-7.1
spdlog 1.17.0-2.1
spectacle 1:6.7.4-1.1
spectmorph-tools 0.6.1-2.1
speech-dispatcher 0.12.1-3.1
speex 1.2.1-2.2
speexdsp 1.2.1-2.2
spice 0.16.0-4.1
spice-gtk 0.42-5.1
spice-guest-tools-windows 0.141-1.1
spice-protocol 0.14.5-1
spiped 1.6.4-2
spirv-cross 1.4.357.0-1.1
spirv-headers-git 1:1.4.350.0.r20.gdaa093d-1
spirv-llvm-translator-git 1:r2470.8edb424-1
spirv-tools-git 3:2026.2.4736.f25a3b067-1
splint 3.1.2.git20180129-3
spoon-git r304.3a8ab56-1
spotify 1:1.2.96.518-2
sqlite 3.53.4-1.1
sqlmap 1.10.7-1
squashfs-tools 4.7.5-1.1
sratom 0.6.22-1.1
srec-git r23.4bf276f-1
srt 1.5.7-1.1
ssdeep 2.14.1-5.1
ssh-audit 3.9.0-1
ssh-tpm-agent 0.9.0-2.1
sshfs 3.7.6-1.1
sshpass 1.10-2.2
sshtunnel 0.4.0-9
sshuttle 1.3.2-2
sslh 2.3.1-1.1
sslscan 2.2.2-1.1
ssr 0.6.1-4.1
stably-orca 1.4.187.fork-1
starship-git 1.24.2.r88.gc372aca8-1
startup-notification 0.12-9.1
steam 1.0.0.87-3.1
steam-devices 1.0.0.87-3.1
stk 5.0.1-4.1
stochas-standalone 1.3.13-3.1
strace 7.0-1.1
strip-nondeterminism 1.15.1-1
stunnel 5.80-1.1
subversion 1.14.5-5
sudo 1.9.17.p2-6.1
suil 0.10.26-1.1
suitesparse 7.14.0-1
supercollider 3.14.1-6.1
supermin 5.3.5-2.1
svgo 4.1.0-1
svgpart 26.08.0-1.1
svt-av1 4.2.0-1.1
svt-hevc 1.5.1-4.1
svt-jpeg-xs-git 0.9.0.r59.g8e50180-1
svt-vp9 0.3.1-1.1
swaks 20240103.0-3
sweet-gtk-theme-dark 6.0-1
swig 4.5.1-1.1
swtpm 0.10.1-2.1
sycl-info-git r8.b47d498-1
syndication 6.29.0-1.1
syndication5 5.116.0-2.1
syntax-highlighting 6.29.0-1.1
syntax-highlighting5 5.116.0-2.1
sysdig 0.41.4-3.1
sysfsutils 2.1.1-2.2
syslinux 6.04.pre3.r3.g05ac953c-5.1
syslog-ng 4.11.0-11.1
syslog-ng-amqp 4.11.0-11.1
syslog-ng-geoip2 4.11.0-11.1
syslog-ng-kafka 4.11.0-11.1
syslog-ng-mongodb 4.11.0-11.1
syslog-ng-python 4.11.0-11.1
syslog-ng-redis 4.11.0-11.1
syslog-ng-smtp 4.11.0-11.1
syslog-ng-snmp 4.11.0-11.1
syslog-ng-sql 4.11.0-11.1
system-config-printer 1.5.18-7.1
systemd 261.2-1.1
systemd-libs 261.2-1.1
systemd-sysvcompat 261.2-1.1
systemsettings 6.7.4-1.1
systray-x-kde 0.9.12-1.1
taglib 2.3.2-1.1
tailscale-git 1.99.24+t758ebe983-1
tailwindcss-bin 4.3.3-1
tailwindcss-language-server 0.16.0-1
talloc 2.5.0-1.1
tar 1.35-5
target-selector-git r8.b47d498-1
tauon-music-box-git 11.1.1.r0.13309f1c-1
tbtools 0.8.0-2.1
tcl 8.6.16-1.2
tcpdump 4.99.6-1.1
tcpflow 1.6.1-2
tcpreplay 4.5.2-1.1
tdb 1.4.15-1.1
tectonic 0.17.0-1.1
tela-icon-theme 2026.07.07-1
telegraf-bin 1.39.3-1
tenacity 1.3.5-2.1
tensorboard 2.21.0-1
tesseract-data-afr 2:4.1.0-5
tesseract-data-best-eng 2:4.1.0-4
tesseract-data-isl 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tesseract-git 1:5.5.2.r4.g6d1735e76-1
testdisk 7.2-4.1
testssl.sh 3.2.4-1
tevent 1:0.17.2-1.1
tex-gyre-fonts 2.609-1
texinfo 7.3-1.1
thc-ipv6 3.8-4.1
thin-provisioning-tools 1.3.3-1.1
threadfin 1.2.37-1
threadweaver 6.29.0-1.1
threadweaver5 5.116.0-2.1
threat-dragon 2.2.0-1
thrift 0.22.0-6.1
thunder 0.1.r12.geff5111-2
thunderbird 154.0-2
thunderbird-dark-reader 4.9.130-1
thunderbird-ublock-origin 1.74.0-1
tigervnc 1.16.2-5.1
tikzit 2.1.6-1
tinc 1.0.36-4.2
tinyproxy 1.11.3-1.1
tinysparql 3.11.1-1.1
tinyxml2 11.0.0-2.1
tk 8.6.16-1.2
tlp 1.10.2-1
tmon 7.2.3-1.1
tmux 3.7_c-1.1
tokodon 26.08.0-1.1
tomlplusplus 3.4.0-2.1
tor 0.4.9.11-1.1
torsocks 2.5.0-1.1
totem-pl-parser 3.26.7-1.1
tpm2-tss 4.2.0-2.1
tpm2-tss-engine 1.2.0-2.1
traceroute 2.1.6-1.2
trailmark-git 0.5.0.r2.gf7e19d3-1
trash-cli 0.24.5.26-3
trayscale 0.19.0-2
tree 2.3.2-1.1
tree-sitter 0.26.9-1.1
tree-sitter-bash 0.25.1-2.1
tree-sitter-c 0.24.1-2.1
tree-sitter-cli 0.26.9-1.1
tree-sitter-javascript 0.25.0-2.1
tree-sitter-lua 0.5.0-3.1
tree-sitter-markdown 0.5.3-2.1
tree-sitter-python 0.25.0-2.1
tree-sitter-query 0.8.0-2.1
tree-sitter-rust 0.24.2-2.1
tree-sitter-sql-git 0.3.11.r57.gc2e1e08+td.gac00acd-1
tree-sitter-teradata-git 0.3.11.r57.gc2e1e08+td.gac00acd-1
tree-sitter-typescript 0.23.2-5
tree-sitter-vim 0.8.1-3.1
tree-sitter-vimdoc 4.1.0-2.1
trimage-git 1.0.6.r16.gad74684-1.7
trivy 0.73.0-1.1
ts-node 10.9.2-2
tslib 1.24-1.1
ttc-iosevka 34.8.1-1
ttc-iosevka-slab 34.8.1-1
ttf-bitstream-vera 1.10-16
ttf-cascadia-code 2407.24-2
ttf-croscore 20220810-3
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-droid 20121017-11
ttf-font-awesome-4 4.7.0-7.1
ttf-font-icons 1.1-3
ttf-geist 1.8.0-1
ttf-geist-mono 1.8.0-1
ttf-ibm-plex 6.4.0-2
ttf-input 20220502-6
ttf-iosevka-nerd 3.5.1-2
ttf-iosevkaterm-nerd 3.5.1-2
ttf-liberation 2.1.5-2
ttf-linux-libertine 5.3.0-10
ttf-mac-fonts 20100901.134-1.1
ttf-ms-fonts 2.0-12.1
ttf-nerd-fonts-symbols 3.5.1-1
ttf-nerd-fonts-symbols-common 3.5.1-1
ttf-nerd-fonts-symbols-mono 3.5.1-1
ttf-roboto 3.015-1
ttf-vista-fonts 1-12
turbo 2.9.16-2.1
turbostat 7.2.3-1.1
turso-git 0.8.0.pre.7.r122.g176fd75c2-1
twolame 0.4.0-4.2
typescript 6.0.3-1
typescript-language-server 6.0.0-1
typescript-svelte-plugin 0.3.52-1
typos-lsp 0.1.56-1.1
typst 1:0.15.1-2.1
tzdata 2026c-1.1
uavs3d-git 1.2.r0.g0e20d2c-1
uchardet 0.0.8-4.1
udftools 2.3-3.1
udisks2 2.11.2-1.1
udp2raw 20230206.0-3.2
umu-launcher 1.4.4-1.1
unarchiver 1.10.8-6.1
unarj 2.65-2.1
unhide 20240510-1.1
unibilium 2.1.4-1.1
unicorn 2.1.4-2.1
union 6.7.4-1.1
unixodbc 2.3.14-1.1
unpaper 7.0.0-6.1
unrar 1:7.2.7-1.1
unrtf 0.21.10-3.1
unyaffs 0.9.7-3
unzip 6.0-23.1
upd72020x-fw 1:1.1.0-2
updpkgsrcs 0.1.7-1
upower 1.91.3-1.1
upscaler-hollowaykeanho 0.7.0.r115.ge9803b2-1
upscayl-git 2.15.1.r49.ga00d55f-1
upx 5.2.0-1.1
urh 2.10.0-2
usb_modeswitch 2.6.2.20251207-1.1
usbip 7.2.3-1.1
usbmuxd 1.1.1-4.2
usbredir 0.15.0-1.2
usbutils 019-1.1
usbview 3.1-1.2
utf8cpp 4.2.0-1
uthash 2.3.0-3
util-linux 2.42.3-1.1
util-linux-libs 2.42.3-1.1
uv 0.12.10-1.1
uvicorn 0.52.4-1
v4l-utils 1.32.0-2.1
v4l2loopback-dkms 0.15.4-2
v4l2loopback-utils 0.15.4-2
vala 0.56.19-2.1
valabind 2.1.0-1.1
valgrind 3.25.1-9.1
valkey-git r13862.fa23923-1
vamp-aubio-plugins 0.5.1-6.2
vamp-plugin-sdk 1:2.10-1.1
vapoursynth 79-1.1
vboot-minimal-git 144.r1.6b8337fb-1
vco-plugins 0.3.0-8.1
vde2 2.3.3-9.1
vdpauinfo 1.5-3.1
veracrypt 1.26.24-3.1
verdict 1.4.5-2
vid.stab 1.1.2-1.1
video-match-finder-git 0.1.0.r18.gdb7cc69-1
vim 9.2.1011-1.1
vim-runtime 9.2.1011-1.1
virglrenderer 1.3.0-2.1
virt-firmware 26.8.1-1
virt-install-git 5.1.0.r98.gab75ff49b-1
virt-manager-git 5.1.0.r98.gab75ff49b-1
virt-viewer 11.0-4.2
virtiofsd 1.14.0-1.1
virtualgl 3.1.5-1.1
viskores 1.1.1-1.1
vkd3d-proton-git v2.14.1.r0.g0d66699b-1
vlc 3.0.23_2-13
vlc-cli 3.0.23_2-13
vlc-gui-ncurses 3.0.23_2-13
vlc-gui-qt 3.0.23_2-13
vlc-gui-skins2 3.0.23_2-13
vlc-plugin-a52dec 3.0.23_2-13
vlc-plugin-aalib 3.0.23_2-13
vlc-plugin-alsa 3.0.23_2-13
vlc-plugin-aom 3.0.23_2-13
vlc-plugin-archive 3.0.23_2-13
vlc-plugin-aribb24 3.0.23_2-13
vlc-plugin-aribb25 3.0.23_2-13
vlc-plugin-ass 3.0.23_2-13
vlc-plugin-avahi 3.0.23_2-13
vlc-plugin-bluray 3.0.23_2-13
vlc-plugin-caca 3.0.23_2-13
vlc-plugin-cddb 3.0.23_2-13
vlc-plugin-chromecast 3.0.23_2-13
vlc-plugin-dav1d 3.0.23_2-13
vlc-plugin-dbus 3.0.23_2-13
vlc-plugin-dbus-screensaver 3.0.23_2-13
vlc-plugin-dca 3.0.23_2-13
vlc-plugin-dvb 3.0.23_2-13
vlc-plugin-dvd 3.0.23_2-13
vlc-plugin-faad2 3.0.23_2-13
vlc-plugin-ffmpeg 3.0.23_2-13
vlc-plugin-firewire 3.0.23_2-13
vlc-plugin-flac 3.0.23_2-13
vlc-plugin-fluidsynth 3.0.23_2-13
vlc-plugin-freetype 3.0.23_2-13
vlc-plugin-gme 3.0.23_2-13
vlc-plugin-gnutls 3.0.23_2-13
vlc-plugin-gstreamer 3.0.23_2-13
vlc-plugin-inflate 3.0.23_2-13
vlc-plugin-journal 3.0.23_2-13
vlc-plugin-jpeg 3.0.23_2-13
vlc-plugin-kate 3.0.23_2-13
vlc-plugin-libsecret 3.0.23_2-13
vlc-plugin-lirc 3.0.23_2-13
vlc-plugin-live555 3.0.23_2-13
vlc-plugin-lua 3.0.23_2-13
vlc-plugin-mad 3.0.23_2-13
vlc-plugin-matroska 3.0.23_2-13
vlc-plugin-mdns 3.0.23_2-13
vlc-plugin-modplug 3.0.23_2-13
vlc-plugin-mpeg2 3.0.23_2-13
vlc-plugin-mpg123 3.0.23_2-13
vlc-plugin-mtp 3.0.23_2-13
vlc-plugin-musepack 3.0.23_2-13
vlc-plugin-nfs 3.0.23_2-13
vlc-plugin-notify 3.0.23_2-13
vlc-plugin-ogg 3.0.23_2-13
vlc-plugin-opus 3.0.23_2-13
vlc-plugin-png 3.0.23_2-13
vlc-plugin-pulse 3.0.23_2-13
vlc-plugin-samplerate 3.0.23_2-13
vlc-plugin-sdl 3.0.23_2-13
vlc-plugin-sftp 3.0.23_2-13
vlc-plugin-shout 3.0.23_2-13
vlc-plugin-smb 3.0.23_2-13
vlc-plugin-soxr 3.0.23_2-13
vlc-plugin-speex 3.0.23_2-13
vlc-plugin-srt 3.0.23_2-13
vlc-plugin-svg 3.0.23_2-13
